leagueId,tier,number
19cdce22-7e28-4491-917a-8819808c2a63,IRON,14
19cdfd19-be8a-4dd2-b655-ff74eee37968,BRONZE,148
19d2d99d-89f9-4d76-833e-19547765e0e5,SILVER,185
19d72783-d23d-4044-ae4d-4677177ab76f,IRON,32
19d83d0e-48b7-4ea7-9717-966ec4b87586,SILVER,155
19dd1d09-1825-4846-9b35-7b46d9d197eb,SILVER,123
19e5ad37-3cbd-4c73-a3d3-746d972ef329,BRONZE,109
19e717e3-a7fc-4a88-9eb8-b3e9576b50ab,BRONZE,45
19ea35e0-7d70-4943-97d7-8e3b0cf6e612,SILVER,158
19f31914-443c-4ecc-b928-9d5a3833e3f6,GOLD,183
19fb20bd-d268-4d21-949c-94594ef07e10,GOLD,196
19fbfaac-5f08-4efc-ad08-5cab3f42996a,SILVER,162
19fd4ff8-29e7-484b-b37b-650cc40a30f1,SILVER,175
19fe58d4-0fd0-4042-93b3-21f048833a6a,IRON,71
19feee0a-df31-4b82-bdbc-a5cc8b2be406,BRONZE,116
1a02bd9d-ef20-4957-8c39-048c1dea5f8b,GOLD,184
1a04efb2-17e5-4b27-a3ca-236bbb6624fd,GOLD,200
1a06cb2c-e0a5-445c-a54a-c3d79110fe64,SILVER,185
1a0798e2-fe0e-4b7e-a309-4b4254a9e70e,BRONZE,117
1a08c41f-da8e-444d-8d75-12830663f0aa,BRONZE,59
1a0f1925-b797-458d-96d2-9fee2293c6c1,BRONZE,137
1a0f21e1-479a-4dab-ba73-5d597a896ec1,PLATINUM,202
1a125c45-a8be-4c78-a6b6-ca4da4f6eb5c,BRONZE,106
1a13535f-c8af-4cf4-b7ea-a0ecaf8b41ca,BRONZE,40
1a1769d1-5f2b-46ed-a8d3-d781ce06b963,BRONZE,73
1a1af399-96b6-49ea-a4d2-1726b56ff1f8,SILVER,189
1a1bb0c6-aa4b-4f6e-8584-20984ca80c4d,BRONZE,131
1a1c2919-0692-40fa-bd07-0805ca624dca,SILVER,171
1a223a54-0cea-4055-8c03-d460008ce537,SILVER,185
1a224ac7-05f4-4a47-a869-1a7138fd8708,SILVER,108
1a22d14f-8585-45e5-9e8d-03ce6dd91069,BRONZE,109
1a23a30c-e59e-4704-981d-e78d65d2337c,BRONZE,57
1a2b9c31-517c-4359-b4aa-829272591e45,IRON,25
1a2cae27-51e0-4d00-bada-ab41dd8c36cf,GOLD,198
1a2e5d49-f7fe-44af-b2a0-7fbc25fdb813,BRONZE,134
1a2f700a-d623-4e03-bdb7-c809de801a2a,SILVER,167
1a3b96a6-0ada-47ec-b05b-99029475d728,SILVER,132
1a439e75-3833-4bed-b0c5-8b1cc81ba2e9,IRON,47
1a45a9c9-55f0-4e5b-b7bd-e17ef80bfbe0,BRONZE,31
1a48fc99-4163-4750-b19a-0c40207378ea,SILVER,186
1a4d690b-50ad-4314-bc09-639f31f35154,GOLD,200
1a515318-c112-44a3-8b23-8fb4b3d9aeb0,SILVER,194
1a53e4ac-4a1d-4a2c-b4b9-b314517b1918,GOLD,181
1a54f226-99e3-485e-9e24-53acbff1ccd0,BRONZE,152
1a552d78-c036-4abf-9180-61b429fd295e,SILVER,158
1a555417-fbc6-4b5a-aee1-c1c134347daf,GOLD,148
1a55643d-a286-4e4f-928c-d0a7d9d4260f,IRON,27
1a56f62f-c973-46ce-8436-6f39d94b6669,BRONZE,34
1a5863e2-309b-4bd1-839d-6c0354e716eb,IRON,33
1a5941d6-5d5a-440f-81aa-0f89a450d928,GOLD,103
1a5a1452-8d13-4059-8c60-d23de36f2a96,GOLD,198
1a5a6244-cab9-49ee-8496-e2186472d728,GOLD,136
1a5dbe78-35e9-4404-a316-fc883dc63e9b,SILVER,137
1a5fc6d0-100c-48ba-9c9c-fd5a4d53133e,SILVER,67
1a6067d1-b64f-4b8a-82f1-0438827ea9d2,IRON,22
1a618477-bb4d-491f-861a-f7f7a337b198,BRONZE,162
1a659f17-d27c-4ffc-a029-3928089e4c66,BRONZE,121
1a69a096-16c2-4b72-a80f-fb889aa90ea3,SILVER,187
1a6bf78d-7af3-4460-bf74-7a2166b95a28,GOLD,175
1a6c976a-8263-4c78-87d3-35f11fa1c0c4,GOLD,97
1a6d2334-fbd7-4677-b92b-c3d68e6c96de,GOLD,196
1a6d776b-39b1-4425-86c7-38dbc5138adf,BRONZE,41
1a6ddf15-cd32-420e-b386-e721ac45abc2,GOLD,162
1a70e663-7413-41d7-9092-4f4ee9c7ca2a,SILVER,195
1a731c20-baa9-4d19-8abd-91a00c83fdc1,SILVER,198
1a734474-2dc8-46e4-bfdb-e028c73056ce,BRONZE,54
1a767ce9-7f03-4b43-b2ae-64fba15561cb,SILVER,75
1a78b401-5d74-4e66-aad0-dd46ca09f873,BRONZE,30
1a79b5e7-78f0-49d4-925a-25a03d02a115,IRON,18
1a7b75b7-18a9-4db5-be76-4a809c8c1d27,GOLD,181
1a7de1e6-0863-4de8-91bf-baa05fd6f05d,SILVER,188
1a7ed4fe-3bfa-484c-8afc-70cab2d2cba8,GOLD,199
1a7f1eaf-6ea6-45cf-9389-eea5a2b43c96,PLATINUM,202
1a85d7e8-3725-4ba9-bfa6-195e3cdbe562,SILVER,189
1a882ccb-3db1-4223-8db1-c82568defb94,IRON,36
1a8a0e7b-8d36-48e6-84c5-e59d1f2b34b2,BRONZE,136
1a8a4cdd-06d4-4a06-8f62-23d7b82da706,SILVER,96
1a8bd917-c8ea-486d-b101-81bd5d0f949d,SILVER,162
1a8d78ec-4b3d-4e18-a37d-6daa4a4d75df,SILVER,157
1a90ed46-1be0-4873-94ec-09c07f1e35b7,BRONZE,40
1a914128-03d9-4832-be70-7d0622fe805a,GOLD,197
1a93580e-f8a0-4ed2-93b2-c217cf9e990a,BRONZE,23
1a938fbb-b8ba-4f56-bec3-16e26d922e50,BRONZE,85
1a9572d6-dcd3-475c-9331-1cb1510b2935,GOLD,200
1a95e12a-ac7c-404d-b434-84503805b60d,BRONZE,115
1a9926f2-b3e3-4168-9303-15942c9693c5,BRONZE,112
1a9954f9-d0e0-4190-b37e-9c06aa4788e6,BRONZE,59
1a9a003b-74f8-43fb-b9dc-703175747cd2,BRONZE,127
1a9a0058-470a-4c3e-a863-f5bfeb237ddb,BRONZE,111
1a9cd1b2-b3a3-49c6-8cd9-f40acd280b0f,BRONZE,150
1a9d0f55-11c4-41ae-b6df-a4c69fdb94e3,IRON,18
1a9e2777-01bd-48cb-92ef-4a9be4cf7c7d,BRONZE,65
1a9e644d-6d1e-4b58-bc73-f0989d26c721,SILVER,191
1a9e9d4f-ad45-4384-a07d-b39398f1af98,BRONZE,130
1aa30881-c026-4e1b-a72a-08e25f0aa503,BRONZE,129
1aa4a0b1-189c-4dbf-8cad-33cb0862c135,DIAMOND,116
1aa51720-48c2-4e9c-a0a1-f3a8c15c5bac,GOLD,204
1aa5639d-30ba-4aa0-b228-97d91fc86b81,SILVER,102
1aa5ecda-776e-471a-a714-935e3c81e5e3,BRONZE,130
1aa6517f-3729-4be5-920c-eda08665c28a,SILVER,185
1aaafe9e-4d6f-4b76-8ce6-b546a33d9b5c,BRONZE,41
1aaba921-8b7c-42ec-9faf-6e956fcfcee1,SILVER,93
1aae8ebd-08d5-4276-9ece-7a8121db5176,SILVER,178
1aaebd38-f207-4d7a-854d-5ab16145cfd3,GOLD,95
1ab5fe40-9a54-4189-94cf-379efee88add,BRONZE,137
1ab8ff06-8e42-495d-9feb-eac0d9810e28,SILVER,98
1abaf4a5-9ceb-4881-b6bf-efb448c77f66,IRON,26
1abc1fe2-46d3-4cae-9472-7c9440c0bc8a,SILVER,155
1abc7d84-5d4b-4482-b9fc-1872c1297612,IRON,47
1abd2841-8506-4fcd-b49c-64952fd1b727,SILVER,170
1abf45e2-7582-44cd-bd12-daa27e35ff19,GOLD,194
1ac2637c-534d-4a8c-8d22-599b3e5b81d2,BRONZE,37
1ac28ba5-709b-42f9-8312-36579b8dce94,GOLD,198
1ac7a09d-77d0-4db4-9eee-0e05bcf550bd,SILVER,132
1ac7b914-960a-415e-9301-36d896fec8ed,SILVER,186
1ac85fb1-112c-4c22-8b68-699f7b847c2f,BRONZE,112
1acacd06-e97b-4909-8c4e-ab5c72d9f8e2,SILVER,192
1acb2661-5793-4a21-8d8e-5b2a2448062d,BRONZE,115
1acc6c70-8db8-45a1-9667-700d4f42a199,SILVER,194
1acdf9af-7e78-4842-935e-0c3df3e5c590,GOLD,108
1ace580a-a0dc-41cf-a65a-9dd83fc4e85b,SILVER,144
1acf08cc-33dd-4684-bcf6-ca5ba3af1bad,GOLD,204
1ad0cf18-bcce-40d4-ade8-c9cb8f238bc1,IRON,57
1ad29643-f5b1-4d9c-81e9-99e5d8cee0d6,SILVER,188
1ad4552d-2fe9-4a37-ba76-96ecfb1cbbe5,SILVER,133
1ad586ac-92dc-4833-91be-3a3f27e855ab,IRON,25
1ad638a5-facc-414c-a0ef-575b0ea37226,GOLD,181
1ad67077-a3b0-4e60-9573-e50c17e8f80d,GOLD,177
1ad6c77d-79c6-4430-a5ad-ff32b60118df,SILVER,186
1ada7f06-84cf-45ca-9157-099dcdbd0f9f,SILVER,164
1adb2709-bed2-4788-9676-feb914681ccd,GOLD,148
1adcb48d-15c5-4081-877a-c4d4e8cb5b6c,BRONZE,52
1adcc0f1-46d2-4de7-889f-3748bbdbee41,SILVER,171
1adf1f92-6292-45d6-ab9b-22af2c2c3663,IRON,25
1adf74bb-ad41-4314-b178-ac5bff7a5294,BRONZE,123
1adfd203-a95b-41c2-9ebb-fe906d25e28b,BRONZE,51
1ae339e4-edd1-4195-9a1e-e7fe7f74319d,BRONZE,76
1ae787f0-9eef-479d-8fbd-5a57bc0d21f9,BRONZE,135
1ae7a1a5-399b-4515-8a8a-6ee910cf69ab,IRON,21
1aec08a9-690a-452d-8f16-15d03493a079,GOLD,111
1aec7208-2641-4c2d-a0c4-d162ec981d60,SILVER,164
1af03b97-8fe7-4895-88e3-f20bbb49ec07,BRONZE,134
1af4ab93-c1bf-4ff5-bc60-164514cc4434,GOLD,199
1afa8745-0352-4501-bafa-58ccd68fc2ef,BRONZE,45
1afb51a3-f196-4fd2-b905-11ea756181e7,IRON,41
1afb9bea-74e1-4352-bdbf-a79e0b9b0d11,SILVER,158
1afc9360-3c9a-4700-add4-d75b50effb7c,IRON,17
1afecd5b-2296-4d2f-94d9-59f68ea8e12e,BRONZE,132
1aff5df7-1194-4c48-988c-c49821a5273b,BRONZE,130
1b028f75-a3dc-47ca-a26b-2c6e9dd15629,GOLD,218
1b05add9-a068-46ff-b548-92d41e280ac8,BRONZE,139
1b07ef8b-bb49-494b-8fa7-7f3452c93316,BRONZE,128
1b0a6400-8d1a-4542-a06b-26c331d45bca,BRONZE,35
1b0edb51-a8d8-4021-9fcf-2a4b98cba8d3,PLATINUM,214
1b111df4-280a-400f-b6c2-4d2cf649e6c7,BRONZE,109
1b11457d-4798-4908-b1dc-a6f20fd1417c,SILVER,170
1b130411-e7ac-43ef-b24d-f367c49ec8c3,PLATINUM,200
1b16d994-297d-47cb-a615-71458891a3b4,BRONZE,126
1b19e280-5a49-43fa-884b-b0d73a5c0e5b,SILVER,168
1b1ece82-012f-4a57-8949-d40333c43d8f,PLATINUM,199
1b1ed0ad-144a-4a56-a448-d396d080e93a,BRONZE,36
1b250530-7c92-444c-91f3-7505df0881a3,PLATINUM,199
1b2d1ee9-8a9a-4ffd-a167-c5fd899bd9a5,GOLD,213
1b3176a1-79be-4fa0-8c56-9470cc79d249,SILVER,188
1b3312ff-9154-46a9-a224-d34440be6a14,IRON,63
1b336ba0-0648-4c0b-83e0-e393b527fdb5,SILVER,164
1b38e195-c578-4fab-b854-d61b5311f5e5,SILVER,163
1b3a8b16-024d-45b3-abc1-8762bc555338,IRON,37
1b3a9826-aa6f-4501-b863-6f60ed4c9476,IRON,24
1b3c5f78-5637-4cd8-9973-9706748f1261,SILVER,64
1b3ca1b1-ceea-4b27-a6c8-bfff41b71ffc,SILVER,166
1b3ef8bb-34d4-4f5e-ab14-c491311f0cbd,SILVER,184
1b41aaf9-8929-4d82-b4c3-2851a4eac9eb,GOLD,191
1b447f9e-bbf6-4e52-93a4-91d3c10c6a19,GOLD,196
1b48ee71-ce25-4f6e-859a-3be42ac2bb82,GOLD,199
1b4f5ada-1441-42cb-8351-c55d93019eaa,SILVER,189
1b51d3bb-e0ee-4e6b-adbe-83775a65a693,BRONZE,62
1b52c1c8-641f-4132-8f89-eef31a1f4ccf,GOLD,185
1b53f5b7-3e72-4cad-95b8-b9f65bedcaf2,GOLD,197
1b550c83-a5aa-4686-9f5d-7ad58c776ea2,IRON,6
1b551da8-5be7-4aed-be59-dbda874ed8b8,IRON,26
1b598db3-1c05-4293-a2d0-dc9a3de5dbbb,GOLD,178
1b5fd642-3930-4b7d-af55-28083bc65409,BRONZE,138
1b651a8f-c038-4dd3-b494-15762202fa9f,GOLD,111
1b662272-0d9b-4f8a-bcba-e0f8de59e37a,BRONZE,132
1b6a1ad4-f785-4ab5-96c7-d0fe84809855,SILVER,155
1b6c5abe-9797-4e29-be5c-0a52a57f5389,BRONZE,116
1b7a4800-7f1d-4ae0-b7bc-f0344d7c8f11,IRON,72
1b7b5bfd-08e1-4808-adbb-f898549dbe74,SILVER,130
1b7cb205-4381-4573-b811-61a13c137391,SILVER,85
1b7f43bd-d448-4d5e-92f9-d40a45c3b7ee,BRONZE,45
1b83a867-1447-44bd-8463-4e65b6a99bb3,SILVER,188
1b87c038-94ad-4a3b-abd9-ad68d90e41c8,BRONZE,59
1b89860a-9720-4d87-bcf2-f0287bad330e,BRONZE,73
1b8ab5de-4ce1-4dab-aa51-017218c599fa,SILVER,149
1b8bf5db-d252-4329-8b3a-f9e94aa6871a,GOLD,196
1b90a2e2-0898-4d8a-b041-365dcb966884,BRONZE,119
1b92fa87-7a25-418f-85a4-29ecaabbf770,BRONZE,127
1b96ed87-34a7-4957-ad65-b498ce3fb622,BRONZE,58
1b9bd293-51c3-4250-9ea9-94e58a45d718,BRONZE,88
1b9f64b4-441b-4804-ba74-ba1ab9cb2efb,GOLD,172
1ba0d05d-2218-496e-a414-1ca2e0797462,SILVER,166
1ba51141-6569-483f-a339-955547be417c,BRONZE,81
1ba58442-d101-4b38-99cb-47a73f8331fc,BRONZE,53
1ba6fabd-a7a0-4321-9ae1-207233665c07,SILVER,118
1ba8552b-4e71-47ab-b582-4aa1c7fcd634,BRONZE,63
1bb0069a-12b3-4237-98de-b71383264888,GOLD,199
1bb2eaf7-597e-4187-b5b4-83aafb580977,GOLD,172
1bb4b05a-d6bb-4549-9614-b9f3dbd50c84,GOLD,199
1bb7f5c0-5f8d-4e1f-a58b-dc4d6a674048,BRONZE,54
1bb8d545-3825-45e9-9afe-0b630d94900d,SILVER,138
1bba2d0e-509c-438e-8503-3661ffed3ef2,BRONZE,65
1bbdc00e-dfd1-48c7-b08d-8e93ffe58c03,BRONZE,26
1bbe8b48-2b07-4032-9a02-05058a67df45,SILVER,187
1bc095f5-e8ab-4288-a593-454e62c114d8,BRONZE,137
1bc68bff-00cd-4a9b-a756-e9e6b31364ed,SILVER,112
1bc98fd8-a350-4cf6-b003-9ff36a4e98f5,BRONZE,128
1bcace63-083b-48c0-b5dd-1406493408bb,PLATINUM,200
1bcc0088-b4f6-431a-87b5-17823e9c12c9,GOLD,176
1bcefc50-218e-4a6f-a5da-ff51e697583e,IRON,19
1bcf6e86-d7f1-4d4b-891f-9462c64190cf,IRON,31
1bd10ec0-8b82-40df-8523-1b6b82b485ef,SILVER,156
1bd5890a-4e94-4a07-95c6-c8e77a4e185c,PLATINUM,211
1bd88d6e-3bbd-4748-a369-e3d1d7514083,SILVER,196
1bd94f24-b621-4077-ba23-577fb77fc3b8,SILVER,157
1bdafa2f-b43b-445a-ba2a-0fb0924cf895,SILVER,119
1bdc11a9-d82a-43d5-a000-cdaf83d6865c,IRON,30
1bdca497-db01-475c-a0c0-89bb2c5aa0e8,SILVER,183
1bde439b-1fe8-46d7-9499-49a3778ccaf1,BRONZE,130
1bdfb0dd-9beb-42a2-8217-53e5d63f87e7,SILVER,149
1be5a579-294c-4674-8a3e-e680a838f7fc,IRON,29
1be77dbc-248f-4456-9bdd-d22d37982d1b,IRON,20
1be7f6d0-83df-4459-b4f9-aacaba3403aa,SILVER,85
1be8e166-a0da-4b11-be1d-07c23915ff07,BRONZE,60
1be8e635-14fe-43ec-9ec3-4e74c6d0de43,IRON,23
1beb71d6-ecf0-4552-a3e2-7b21f28a90b3,SILVER,109
1bee4c73-8b17-4c39-a7b9-9e6c863d7fc6,SILVER,189
1bee51ee-ce53-479a-aac5-882956815cde,GOLD,199
1bee6035-aca1-4f7b-bcd9-ea140473a32b,BRONZE,57
1bf2e4f4-1855-4d93-b017-dda5a4b91c05,BRONZE,131
1bf33f08-1e67-4953-ade5-49b83e048ea9,IRON,17
1bf37621-332b-44fe-8d61-4243f1b42dbf,SILVER,82
1bf67075-df38-4ca3-8784-e87368a3608e,SILVER,93
1bf8b62c-2ece-44b3-91fb-e5ee6c3de4d2,IRON,48
1bfd18de-716c-4b1d-a42c-bc7e84d0b811,BRONZE,62
1bff4fc1-f542-4e40-bcea-629b5d77a105,BRONZE,34
1c0526f2-eb83-414d-b43d-3d6592f95778,BRONZE,115
1c05c284-cd1a-4237-8fe6-b2fe955dd7c9,IRON,13
1c0aaa9b-149b-40cb-8ccf-3e1fa4a81d4b,GOLD,102
1c0b33b8-bd04-4126-81ad-9867a6880a46,SILVER,188
1c0b6504-f6d5-4ff4-a631-1f7594e35b0a,BRONZE,72
1c0c1d57-0f72-4068-b123-c6bd81ef4dcf,BRONZE,130
1c0e7a12-5de0-4c37-9e18-afe51933713d,SILVER,168
1c0ed2b5-75cb-4e58-bc59-c6268bff18c0,IRON,25
1c135b42-e321-4e22-8d40-96e04713040c,IRON,27
1c13ff41-322a-434c-8659-87090e441471,IRON,10
1c145e4d-0447-410a-9ea0-b7c914b6098e,BRONZE,42
1c1727e5-4289-4dea-bc04-e6367db29025,BRONZE,121
1c173270-e5ec-4e51-8a5c-7504ba885a4a,SILVER,158
1c1847da-756f-4b2e-85d0-f8358bd9f281,BRONZE,118
1c1aec75-151d-449f-98bc-631e37d45cab,IRON,50
1c1b19dc-387e-4252-a233-2a90220c2117,SILVER,186
1c1b3da0-0701-455d-bdfe-52011a4b06cd,SILVER,95
1c1be49e-5f36-47f2-95da-6f5518b75c37,IRON,20
1c1e1db9-58b7-408c-b8a9-ad1948f480da,GOLD,124
1c1e3120-daee-405b-9ffe-0c2f6ca27fd3,GOLD,197
1c21427b-d08e-4198-97ec-d3342681dea6,BRONZE,60
1c2546d7-06fe-4103-aafd-6f2fe035fd18,PLATINUM,186
1c265966-36dd-448a-b749-6fed0bf5465e,GOLD,189
1c26b4a9-2524-419c-8c6b-d14c27b2dd11,BRONZE,67
1c26c196-c169-4d79-b453-18a06d08a56e,GOLD,181
1c2b5f2e-f4d1-4349-907e-806987595642,IRON,33
1c2c7341-d3aa-485a-95fc-bc00aafd0703,SILVER,170
1c2e5945-1752-42dd-9995-1f46527650e2,IRON,18
1c2fa4a3-b681-4e3c-b830-57583c34e1c2,DIAMOND,205
1c32997e-cc4a-4a84-b05a-2b9af99fcce0,SILVER,162
1c329fbb-59cc-44a1-a29f-9c444d4fc0d3,PLATINUM,201
1c33da5a-4f25-40e5-a987-c7a2fb26bf00,GOLD,116
1c33f9a4-6a1f-4ebb-9aed-d273b09029bf,SILVER,75
1c352b1b-199d-4345-9a5d-541681edabfc,GOLD,186
1c389a07-cf83-4cd1-bc5d-1aae02aa8ff5,BRONZE,35
1c38c5b8-e604-471a-8db1-eb01185943b5,BRONZE,41
1c3b64e2-be01-4658-a70b-d7232840ad41,GOLD,160
1c3b853f-283f-44f4-8150-9eeb02e3fed1,BRONZE,142
1c3c18c2-3f8d-4b98-a49f-14cf1db67af9,SILVER,155
1c3c9fcb-cebc-4349-8075-ed60513cdbed,GOLD,108
1c3d0df5-b296-4f2c-a610-3b42eab20289,BRONZE,58
1c3e61a2-c010-41bf-817d-ffe8816c4027,PLATINUM,202
1c405442-d4b2-4309-a184-cd3536f0d7b0,SILVER,192
1c47f539-e65a-484d-a645-118bd32f9a8a,BRONZE,139
1c482798-7223-49c9-bcb4-f25b70eecbff,GOLD,179
1c4827db-47c0-48a8-b8e1-08b4253f3ded,IRON,20
1c495ab4-da10-4630-ae3e-8927b1f7d08f,GOLD,195
1c4ab87a-b90e-491d-9077-98cb9290ba0d,SILVER,88
1c4e11bd-0cb0-4da3-bb43-9b68134088f5,BRONZE,142
1c4e2efe-8e9d-4db0-908c-47ee1c347a1f,GOLD,92
1c51342c-8ad3-4141-996f-fdb44001776e,BRONZE,121
1c57eb9b-3c2f-475f-bb3c-acc834badca7,SILVER,189
1c580983-4fb7-4f1c-9c12-693e50a1ed9e,SILVER,88
1c5ccd07-4781-4235-a857-86253def0f41,SILVER,112
1c6152e1-0e01-4ac7-9bf2-a55aa8c0fab4,BRONZE,129
1c619f30-f5b1-4e49-bf7d-6a4cca3829c8,IRON,68
1c67b715-d502-415e-96f8-4c38fcbad1e1,BRONZE,131
1c69360a-3272-4de8-8927-162b94822fb3,BRONZE,57
1c6b95a7-9af9-47c1-adaf-6d8266abe52d,BRONZE,138
1c6c365f-e784-4ef4-9b53-98f5cf47fa7c,BRONZE,110
1c6cdcca-1e52-48e8-ace4-ac92fd2cd7f1,BRONZE,137
1c6e785f-19ee-4068-bd42-7c60be477ae1,SILVER,160
1c6f310b-4129-4bfd-8961-4b1bd2c9a74e,GOLD,199
1c705437-1ac4-4318-91b7-542a3e6efe67,GOLD,195
1c71b786-617d-4d8f-b659-1d101a7571d6,GOLD,155
1c732e31-9204-4314-ab33-533e2a29f2f2,PLATINUM,198
1c74ae27-f472-4194-92e1-68d217036fa8,SILVER,96
1c772f77-5a3d-48b5-8389-1ca8f251fa71,PLATINUM,200
1c7a2bba-686d-4725-9d8a-79b59f01728f,IRON,27
1c7d97e7-4872-497e-a60a-a3d8daa38147,SILVER,197
1c7e31bb-e4f1-4032-8301-7be8970d03cd,SILVER,86
1c7f6d6e-de70-453f-a674-099cdffdb80e,PLATINUM,196
1c843b97-7bed-4e83-9d45-4ab87805ec6c,IRON,25
1c86129a-496a-43a9-a8d7-d8c8eabd21cc,GOLD,137
1c8792ca-e9c3-4c55-983c-71234895e958,GOLD,127
1c8cbbeb-4538-4f89-925f-7fdcdbb7823d,GOLD,175
1c8f284e-7aa1-4c0d-bbc9-55ac539194d0,BRONZE,60
1c8f3857-4d0e-4337-97ec-20fcccc2b4fe,GOLD,190
1c8f6f41-007c-4b79-834b-871e2a4ec023,SILVER,189
1c90a5dd-f047-4c2a-9250-a0a804ab4d9b,SILVER,103
1c93ac5e-43aa-4034-875b-2da6ee68f271,IRON,60
1c967e7b-9403-4214-af16-f188b95dcc83,BRONZE,121
1c967ff6-5c71-41ea-b2e3-abfa7eb45f0f,SILVER,167
1c980e0e-b2ef-49b2-897c-567fc58692c6,IRON,26
1c9aa8bf-013d-4992-b840-c65df8e5cbdf,IRON,24
1c9b36ad-e1b3-49e6-b206-fbd382a11ee1,BRONZE,152
1c9c0574-76a8-4097-8533-9823de2edea7,GOLD,200
1ca3571c-643f-44f2-a4a5-10bb4655d692,BRONZE,111
1ca4dba9-f130-4b7f-862b-6bc1f2b202fc,BRONZE,68
1cac589c-5e51-4cf4-88df-cd65c9f80b9b,IRON,35
1cadf455-fef2-4916-861a-62c890876e40,SILVER,131
1cb10faa-c805-4ea0-9bf5-2139426856cf,GOLD,197
1cb4c94b-b574-49c9-909e-8e3fc626ab0e,SILVER,160
1cb57eba-1e91-497b-b993-04bcb4eee44a,BRONZE,49
1cb590ae-b406-4b4b-84e9-4f41927721c2,IRON,18
1cb6a880-013f-46b2-8dfa-f48604ba14b5,GOLD,197
1cb6f1a6-6dba-4d33-bc4a-c3524211ae26,GOLD,177
1cb8a44e-85ff-484e-967a-c6185a9da5d8,GOLD,200
1cb8adba-c7b5-4ace-a84c-a3078f3da0a5,BRONZE,132
1cbd4cf7-57b4-43ec-8abc-8445f11b1c04,SILVER,174
1cbdaada-3204-451c-a923-1b3b40e99e67,IRON,20
1cbdf2ce-fa8f-4490-8ade-286cecd254f9,GOLD,198
1cbf1a25-501e-4ddb-8b76-376067cd7f1c,IRON,54
1cc21715-a489-48b9-9309-8ae50025aefd,IRON,19
1cc37d08-5314-48a1-8a24-5560aba3e79b,BRONZE,118
1cc418f6-e553-4bc6-a0ef-ab20eed8a902,IRON,27
1cc92148-4821-4eea-82df-2a0a5a5983f6,IRON,36
1ccd1f97-c719-4318-860e-b938cde10aa4,BRONZE,22
1cd15938-916a-4523-97cc-1fb5e9f2ccb4,SILVER,179
1cd2bb87-1fce-466e-a3f9-1d75ef5d30f6,SILVER,97
1cd665d3-004a-4d74-a6d0-19ea7f8350b8,SILVER,160
1cd9e695-3a94-431d-b86b-d3737bb6114c,SILVER,192
1ce26cf2-c95d-46b5-9c50-a0b68df89347,BRONZE,128
1ce2a172-90da-4063-8aba-47b2c3ae6ac5,BRONZE,136
1ce2cdb8-c062-4f67-b5f1-c3347533e1d7,BRONZE,118
1ce6edf8-e301-431f-aaa0-94f305b1cc3e,BRONZE,42
1ce6f545-ed82-4af1-9221-7c02f6a45d04,BRONZE,125
1ce84025-b508-4eff-9628-e97870cbfcec,BRONZE,68
1ceb30cc-ce55-4ec4-a94b-c256d1b05e0f,SILVER,179
1ceeb468-d5a3-4035-8431-50caa6d3628a,GOLD,127
1cf3f96d-c2a2-4d3b-9171-b32d645b2ef0,IRON,24
1cf58376-1dbd-402c-bf18-b03fa74ac20a,BRONZE,130
1cf7ddb0-8d2d-4a80-b594-a31a2eb8097b,SILVER,117
1d05b953-824e-4e41-b571-7daf3baf139c,PLATINUM,203
1d061db7-6108-4418-8edd-e4624229a025,BRONZE,36
1d07677f-8350-4834-a5b8-b7e6b160825c,SILVER,190
1d090e96-bf7f-4f95-a9d2-bffb7261fb6f,GOLD,178
1d0f9af1-7eec-4a19-a1fc-e8585fe0c718,GOLD,102
1d126d05-8350-452d-b6ea-8720b47f2ead,IRON,32
1d14cbf8-ef26-4016-8f19-ae42d6db1418,BRONZE,43
1d177e04-6c8f-465f-95c2-234dee637833,BRONZE,129
1d18af4d-1fbf-4658-a3a8-83acb21a81bd,IRON,70
1d1cb92b-5b97-485c-9c27-0e22aaa3ee71,GOLD,108
1d1f3bc9-01f7-4582-9e85-03d21aba1e73,GOLD,134
1d224526-f42a-490b-ae0e-a8e647f5015e,GOLD,194
1d24bd50-815d-49a6-bc56-c74071f4e5ff,SILVER,154
1d28f2fc-c384-4445-80e4-b7894128e6f7,SILVER,191
1d2c6500-b8fa-4664-aa57-9326f949e540,SILVER,188
1d2e6d72-e11e-479b-b65b-21c61f4a0514,SILVER,133
1d2f241b-45d3-4ff0-bf68-94941f32a305,BRONZE,126
1d2f703e-f911-4d81-b01c-11230587104e,SILVER,66
1d31d444-21be-493b-8da4-99339eba0df6,SILVER,189
1d32249a-847e-4105-b0ee-ff36ee60c89d,SILVER,180
1d345018-4703-4dce-bdc5-41e9b1ef0a2f,BRONZE,74
1d3481c0-1e14-41b5-a060-fa83705d44dd,BRONZE,132
1d351027-df7b-4fa5-b395-b54b297764b7,DIAMOND,200
1d35c4d6-d26f-4d75-8dca-726dd89db741,BRONZE,41
1d38706c-b5db-4dc6-9018-b8fd5c15c728,BRONZE,128
1d39716b-20ea-419f-a4c5-751b73c81d7d,SILVER,169
1d3f6457-9682-4022-9f87-5ff43768eb3c,BRONZE,58
1d3fa49f-2c16-41ae-bf23-6692dbcd3324,SILVER,165
1d403222-fea9-45ba-9d03-4123018f5316,GOLD,199
